City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
349,Arlit,18.7369,7.3853,84.04,6,100,6.22,NE,overcast clouds
350,Okha,53.5739,142.9478,31.48,98,100,23.11,RU,snow
351,Guiratinga,-16.3494,-53.7583,74.55,69,51,2.91,BR,broken clouds
352,Turukhansk,65.8167,87.9833,11.7,81,92,10.27,RU,overcast clouds
353,Ulagan,50.6321,87.9563,39.38,52,17,5.95,RU,few clouds
354,Lerwick,60.1545,-1.1494,44.6,87,100,11.5,GB,overcast clouds
355,Doha,25.2867,51.5333,80.6,34,0,6.91,QA,clear sky
356,Marrakesh,31.6315,-8.0083,62.6,67,20,3.44,MA,few clouds
357,Cairns,-16.9167,145.7667,75.2,100,90,8.05,AU,moderate rain
358,Plouzane,48.3833,-4.6167,48.2,66,0,3.44,FR,clear sky
359,Panevezys,55.7333,24.35,41.0,52,0,6.91,LT,clear sky
360,Brae,60.3964,-1.353,44.6,87,100,11.5,GB,overcast clouds
361,Iskateley,67.6803,53.1512,20.21,88,100,12.46,RU,overcast clouds
362,Bathsheba,13.2167,-59.5167,78.8,61,40,19.57,BB,scattered clouds
363,Pangai,-19.8,-174.35,82.4,65,40,4.61,TO,scattered clouds
364,Conway,35.0887,-92.4421,55.99,82,20,4.61,US,few clouds
365,Marawi,7.9986,124.2928,84.99,64,100,7.0,PH,overcast clouds
366,Fortuna,40.5982,-124.1573,57.99,93,1,10.36,US,clear sky
367,Kozulka,50.0351,23.797,44.6,87,90,2.24,UA,overcast clouds
368,Iglesias,39.3114,8.535,44.01,87,20,2.3,IT,few clouds
369,Guozhen,34.3659,107.359,62.71,58,37,4.0,CN,scattered clouds
370,Hobyo,5.3505,48.5268,82.31,72,23,8.43,SO,few clouds
371,Magan,39.9683,-3.931,55.0,57,0,3.44,ES,clear sky
372,Morant Bay,17.8815,-76.4093,82.4,69,20,23.02,JM,few clouds
373,Muroto,33.2833,134.15,62.6,48,0,11.5,JP,clear sky
374,Adre,13.4667,22.2,76.77,10,94,9.13,TD,overcast clouds
375,Pelym,61.0108,61.9978,21.29,58,10,4.54,RU,clear sky
376,Blanquefort,44.9125,-0.6366,44.01,93,0,3.44,FR,clear sky
377,Neftekamsk,56.092,54.2703,30.24,48,58,14.2,RU,broken clouds
378,Erenhot,43.6475,111.9767,50.94,29,100,20.65,CN,overcast clouds
379,Banjar,-8.19,114.9675,82.4,89,40,2.3,ID,scattered clouds
380,Mackay,-21.15,149.2,79.0,73,75,17.27,AU,broken clouds
381,Aanekoski,62.6946,25.818,28.4,86,0,1.14,FI,clear sky
382,Aracati,-4.5617,-37.7697,77.38,84,96,9.1,BR,overcast clouds
383,Chara,56.9064,118.2631,11.32,67,23,3.47,RU,few clouds
384,Kostyantynivka,48.5277,37.7069,45.46,77,92,3.89,UA,overcast clouds
385,Talaya,61.3833,152.75,28.29,92,83,2.01,RU,broken clouds
386,Palmer,42.1584,-72.3287,53.6,62,90,4.61,US,light intensity drizzle
387,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.2,70,20,17.9,RU,few clouds
388,Avera,33.194,-82.5271,66.2,52,1,4.18,US,clear sky
389,Leshukonskoye,64.8989,45.7622,25.59,81,86,3.24,RU,overcast clouds
390,Kasungu,-13.0333,33.4833,57.04,94,7,5.95,MW,clear sky
391,Panlaitan,12.1191,119.8486,84.2,69,100,13.27,PH,overcast clouds
392,Maragogi,-9.0122,-35.2225,77.2,84,100,6.38,BR,overcast clouds
393,Vestmannaeyjar,63.4427,-20.2734,39.42,58,97,18.9,IS,overcast clouds
394,Biltine,14.5333,20.9167,82.83,9,100,8.23,TD,overcast clouds
395,Avon,41.4517,-82.0354,53.01,71,90,9.22,US,overcast clouds
396,Mecca,21.4267,39.8261,84.36,28,5,5.17,SA,clear sky
397,Inuvik,68.3499,-133.7218,48.2,37,16,6.91,CA,few clouds
398,Soddy-Daisy,35.2359,-85.1908,60.01,47,100,4.92,US,overcast clouds
399,Sturgeon Bay,44.8342,-87.377,48.2,61,1,12.66,US,clear sky
400,Nangong,37.3581,115.3744,66.25,36,4,10.4,CN,clear sky
401,Rocha,-34.4833,-54.3333,58.42,93,87,6.31,UY,overcast clouds
402,Ust-Kuyga,70.0167,135.6,13.01,83,93,4.21,RU,overcast clouds
403,Bindura,-17.3019,31.3306,55.0,84,82,3.0,ZW,broken clouds
404,Bumba,2.1833,22.4667,70.66,97,100,1.52,CD,light rain
405,Saint-Georges,12.0564,-61.7485,80.6,74,40,17.27,GD,scattered clouds
406,Lakes Entrance,-37.8811,147.981,68.0,53,0,1.99,AU,clear sky
407,Mananjary,-21.2167,48.3333,68.67,79,100,6.64,MG,overcast clouds
408,Sargatskoye,55.6101,73.4972,16.14,53,43,15.61,RU,scattered clouds
409,Castleisland,52.2333,-9.4667,48.2,87,75,12.66,IE,broken clouds
410,Cap Malheureux,-19.9842,57.6142,78.01,82,20,5.01,MU,few clouds
411,Erzin,36.9559,36.2,71.01,63,100,15.01,TR,overcast clouds
412,Digby,44.6169,-65.7655,41.0,93,90,2.3,CA,overcast clouds
413,Ust-Barguzin,53.45,108.9833,28.29,57,96,4.72,RU,overcast clouds
414,Guerrero Negro,27.9769,-114.0611,64.31,69,0,17.96,MX,clear sky
415,Dunedin,-45.8742,170.5036,62.01,58,79,13.0,NZ,broken clouds
416,Pochutla,15.7432,-96.4661,82.4,69,90,4.25,MX,overcast clouds
417,Kamenka,51.3223,42.7678,48.52,68,100,5.86,RU,moderate rain
418,Mananara,-16.1667,49.7667,72.64,92,100,9.78,MG,light rain
419,Half Moon Bay,37.4636,-122.4286,77.0,87,90,10.36,US,mist
420,Methoni,36.8197,21.7049,57.99,87,100,4.61,GR,overcast clouds
421,Beatrice,40.2681,-96.747,55.99,43,1,4.61,US,clear sky
422,Kodinsk,58.6881,99.1844,29.62,79,29,9.46,RU,scattered clouds
423,Phek,25.6667,94.5,55.18,71,89,1.99,IN,overcast clouds
424,Iwanai,42.9744,140.5089,42.66,96,100,12.5,JP,overcast clouds
425,Storforshei,66.4043,14.5233,36.0,78,5,1.99,NO,clear sky
426,Severo-Kurilsk,50.6789,156.125,35.19,96,100,27.98,RU,moderate rain
427,Phuket,8.0,98.25,87.01,89,75,2.3,TH,light rain
428,Porto Novo,6.4965,2.6036,75.2,94,20,4.61,BJ,few clouds
429,Bontang,0.1333,117.5,77.94,86,100,8.23,ID,overcast clouds
430,Catabola,-12.15,17.2833,61.39,89,69,2.98,AO,broken clouds
431,San Francisco,37.7749,-122.4194,66.0,55,20,26.46,US,few clouds
432,Taganak,6.0833,118.3,84.2,65,20,4.61,PH,few clouds
433,Rongcheng,30.634,117.8517,66.99,54,5,2.91,CN,clear sky
434,Tutoia,-2.7619,-42.2744,77.95,88,100,9.75,BR,moderate rain
435,Bandarban,22.1965,92.2262,75.99,76,1,2.26,BD,clear sky
436,Concepcion Del Oro,24.6333,-101.4167,67.5,15,99,5.23,MX,overcast clouds
437,Beyneu,45.3167,55.2,62.49,46,100,17.36,KZ,overcast clouds
438,Leiyang,26.4024,112.8591,58.42,95,100,2.84,CN,overcast clouds
439,Kushima,31.4583,131.2333,62.6,29,0,5.75,JP,clear sky
440,Ulaanbaatar,47.9077,106.8832,42.8,45,40,4.47,MN,scattered clouds
441,Broken Hill,-31.95,141.4333,66.2,39,0,4.61,AU,clear sky
442,Porto Santo,33.072,-16.3415,60.8,72,20,6.91,PT,few clouds
443,Kontagora,10.3999,5.4695,82.78,48,96,5.06,NG,overcast clouds
444,Lata,40.1629,-8.3327,59.0,89,100,1.07,PT,overcast clouds
445,Senigallia,43.7093,13.2167,44.01,87,20,3.44,IT,few clouds
446,Utinga,-5.8172,-35.3954,77.0,94,40,2.3,BR,scattered clouds
447,Comodoro Rivadavia,-45.8667,-67.5,66.2,52,0,3.44,AR,clear sky
448,Birjand,32.8663,59.2211,51.8,35,40,4.61,IR,scattered clouds
449,Palauig,15.435,119.9045,83.12,70,99,4.94,PH,overcast clouds
450,Starosubkhangulovo,53.1031,57.4423,31.05,54,100,14.83,RU,overcast clouds
451,Mehamn,71.0357,27.8492,34.03,78,99,13.38,NO,overcast clouds
452,Calama,-22.4667,-68.9333,57.2,24,0,11.5,CL,clear sky
453,Laje,-10.1833,-40.9667,72.03,76,65,3.44,BR,broken clouds
454,Shizunai,42.3339,142.3669,41.36,89,83,21.25,JP,broken clouds
455,San Carlos De Bariloche,-41.1456,-71.3082,53.6,87,75,12.66,AR,broken clouds
456,Naze,28.3667,129.4833,69.8,52,20,16.11,JP,few clouds
457,Belmonte,-15.8631,-38.8828,75.2,88,0,4.61,BR,clear sky
458,Lunenburg,44.3835,-64.3155,41.0,87,100,14.97,CA,overcast clouds
459,Rudkobing,54.9364,10.7102,46.4,76,75,1.14,DK,broken clouds
460,San Jeronimo,-11.9472,-75.2829,48.72,84,82,4.65,PE,broken clouds
461,Bakel,14.905,-12.4568,93.9,16,99,8.59,SN,overcast clouds
462,Pingliang,35.5392,106.6861,56.66,63,2,2.17,CN,clear sky
463,Port Keats,-14.25,129.55,83.82,34,77,11.95,AU,broken clouds
464,Rio Rancho,35.2334,-106.6645,57.0,34,89,4.79,US,overcast clouds
465,Boden,65.8252,21.6886,32.0,80,39,2.3,SE,scattered clouds
466,Tuatapere,-46.1333,167.6833,58.55,70,94,6.24,NZ,overcast clouds
467,Santiago Del Estero,-27.7951,-64.2615,78.1,55,100,10.31,AR,overcast clouds
468,Katrineholm,58.9959,16.2072,39.2,64,11,1.14,SE,few clouds
469,Tambura,5.6,27.4667,71.46,80,99,4.29,SS,overcast clouds
470,Marzuq,14.4,46.4667,68.58,55,100,2.3,YE,overcast clouds
471,Ambulu,-8.345,113.6058,79.92,78,39,1.43,ID,scattered clouds
472,Vung Tau,10.346,107.0843,82.22,69,25,4.0,VN,scattered clouds
473,Naryan-Mar,67.6713,53.087,20.34,88,100,12.48,RU,overcast clouds
474,Birao,10.2849,22.7882,78.31,14,100,4.92,CF,overcast clouds
475,Ekhinos,41.2833,24.9667,57.0,70,100,4.0,GR,overcast clouds
476,San Policarpo,12.1791,125.5072,75.63,90,100,29.51,PH,moderate rain
477,Pevek,69.7008,170.3133,28.45,79,100,7.47,RU,overcast clouds
478,Les Cayes,18.2,-73.75,76.46,83,5,7.76,HT,clear sky
479,Kinablangan,7.6947,126.5503,86.2,59,100,4.47,PH,light rain
480,Akyab,20.15,92.9,79.23,74,0,5.59,MM,clear sky
481,Linjiang,41.8069,126.9078,58.59,30,19,6.6,CN,few clouds
482,Blyth,55.1271,-1.5086,37.0,100,13,1.14,GB,few clouds
483,Aswan,24.0934,32.907,82.0,32,0,9.53,EG,clear sky
484,Alice Springs,-23.7,133.8833,66.2,26,0,11.5,AU,clear sky
485,Firovo,57.4814,33.7021,39.74,85,96,7.18,RU,overcast clouds
486,Sanary-Sur-Mer,43.1178,5.8001,46.99,81,0,6.91,FR,clear sky
487,Chapais,49.7834,-74.8492,39.2,70,90,5.75,CA,overcast clouds
488,That Phanom,16.9364,104.7104,80.6,83,40,2.3,TH,scattered clouds
489,Kota Kinabalu,5.9749,116.0724,84.2,61,20,11.5,MY,few clouds
490,Solnechnyy,50.7214,136.6319,35.42,94,100,10.71,RU,overcast clouds
491,Wilmington,34.2257,-77.9447,62.6,77,1,3.44,US,clear sky
492,Ngaoundere,7.3167,13.5833,67.23,81,83,4.61,CM,broken clouds
493,Bousso,10.4795,16.7117,89.44,15,100,4.56,TD,overcast clouds
494,Dwarka,22.2394,68.9678,79.52,81,85,12.8,IN,overcast clouds
495,Isla Mujeres,21.2311,-86.731,81.0,83,75,13.8,MX,broken clouds
496,Constitucion,-35.3333,-72.4167,54.7,77,13,4.61,CL,few clouds
497,Ambon,-3.6954,128.1814,77.0,94,40,5.75,ID,light rain
498,Kulykiv,50.3142,24.8176,44.01,85,100,1.01,UA,overcast clouds
499,Iralaya,15.0,-83.2333,82.4,83,75,5.75,HN,broken clouds
500,Bandarbeyla,9.4942,50.8122,81.91,78,6,11.1,SO,clear sky
501,Warrington,53.3925,-2.5802,46.0,83,58,4.74,GB,broken clouds
502,Pontal Do Parana,-25.6533,-48.5128,57.99,84,38,18.99,BR,scattered clouds
503,Saint Anthony,45.0205,-93.218,46.4,76,90,17.27,US,light rain
504,Hami,42.8,93.45,60.78,26,80,14.16,CN,broken clouds
505,Hagere Hiywet,8.9833,37.85,58.62,81,91,5.3,ET,overcast clouds
506,Numan,9.4667,12.0333,85.42,54,94,11.03,NG,overcast clouds
507,Baneh,35.9975,45.8853,52.65,59,98,2.62,IR,overcast clouds
508,Terre Haute,39.4667,-87.4139,53.6,66,90,4.27,US,overcast clouds
509,Makasar,-5.14,119.4221,82.4,74,20,2.3,ID,few clouds
510,Zapolyarnyy,69.4154,30.8136,32.0,80,100,10.36,RU,overcast clouds
511,Miandrivazo,-19.5167,45.4667,71.31,88,35,1.32,MG,scattered clouds
512,Longyearbyen,78.2186,15.6401,28.4,93,90,9.22,SJ,light snow
513,Semey,50.4111,80.2275,41.0,75,40,17.9,KZ,scattered clouds
514,Massaguet,12.4755,15.4365,85.71,8,94,8.28,TD,overcast clouds
515,Sananduva,-27.9497,-51.8067,60.35,89,76,8.37,BR,broken clouds
516,Pokosnoye,55.5258,101.0536,31.91,63,71,9.28,RU,broken clouds
517,Broome,42.2506,-75.833,48.2,57,90,5.75,US,overcast clouds
518,Aksu,41.1231,80.2644,61.25,38,100,4.65,CN,overcast clouds
519,Zhigalovo,54.8097,105.1578,31.75,63,93,4.32,RU,overcast clouds
520,Vaitape,-16.5167,-151.75,82.67,69,0,13.2,PF,clear sky
521,Asosa,10.0667,34.5333,72.0,17,100,2.01,ET,overcast clouds
522,Berlevag,70.8578,29.0864,35.26,83,95,16.24,NO,overcast clouds
523,Nuevo Progreso,23.1667,-97.95,66.0,52,10,1.99,MX,clear sky
524,Cumberland,35.0502,-78.8664,63.0,51,1,3.44,US,clear sky
525,Tibu,8.639,-72.7358,74.89,96,100,3.22,CO,overcast clouds
526,Northam,51.0333,-4.2167,44.01,46,99,4.81,GB,overcast clouds
527,Spearfish,44.4908,-103.8594,33.8,93,75,10.36,US,snow
528,Naron,43.5167,-8.1528,57.0,76,0,2.8,ES,clear sky
529,Tessalit,20.1986,1.0114,81.3,12,0,13.89,ML,clear sky
530,Yelizovo,53.1873,158.3805,39.2,70,20,17.9,RU,few clouds
531,Yakeshi,49.2833,120.7333,33.13,42,0,14.18,CN,clear sky
532,Walvis Bay,-22.9575,14.5053,84.99,42,25,5.99,NA,scattered clouds
533,Salym,60.0625,71.4789,12.31,74,72,9.48,RU,broken clouds
534,Peniche,39.3558,-9.3811,57.0,88,100,1.99,PT,overcast clouds
535,Sola,-13.8833,167.55,87.8,79,40,4.61,VU,scattered clouds
536,Nassau,40.7507,-73.5829,53.01,71,90,5.75,US,overcast clouds
537,Inta,66.0317,60.1659,10.72,95,100,7.25,RU,overcast clouds
538,Hwange,-18.3693,26.5019,58.28,70,0,2.59,ZW,clear sky
539,Buala,-8.145,159.5921,85.33,69,78,4.59,SB,light rain
540,Changping,40.2186,116.2197,66.2,39,0,2.24,CN,clear sky
541,Kysyl-Syr,63.8986,122.7617,16.39,87,100,5.53,RU,overcast clouds
542,Prado,-17.3411,-39.2208,75.65,88,43,9.26,BR,scattered clouds
543,Bahia Honda,22.9036,-83.1592,78.57,79,0,8.68,CU,light rain
544,Porto Walter,-8.2686,-72.7439,76.41,84,100,2.77,BR,overcast clouds
545,Puerto Ayacucho,5.6639,-67.6236,79.65,77,97,3.98,VE,overcast clouds
546,Port Augusta,-32.5,137.7667,68.0,42,0,8.05,AU,clear sky
547,Manta,-0.95,-80.7333,78.8,78,20,2.3,EC,few clouds
548,Biu,10.6129,12.1946,80.98,42,82,7.83,NG,broken clouds
549,Chicama,-7.8447,-79.1469,66.2,88,40,11.5,PE,scattered clouds
550,Totness,5.8833,-56.3167,77.68,80,66,11.86,SR,broken clouds
551,Wau,7.7029,27.9953,79.5,50,100,3.53,SS,overcast clouds
552,Rio Gallegos,-51.6226,-69.2181,51.8,66,0,3.44,AR,clear sky
553,Gizo,-8.103,156.8419,81.61,79,77,14.41,SB,broken clouds
554,Beidao,34.5686,105.8933,57.15,70,98,0.45,CN,overcast clouds
555,Batemans Bay,-35.7167,150.1833,66.99,70,7,1.99,AU,clear sky
556,Kiruna,67.8557,20.2251,30.2,64,45,6.91,SE,scattered clouds
557,Atambua,-9.1061,124.8925,79.52,61,100,2.93,ID,overcast clouds
558,Mao,39.8885,4.2658,53.6,66,0,10.36,ES,clear sky
559,Adrar,20.5022,-10.0711,76.62,11,92,7.29,MR,overcast clouds
560,Camacha,33.0833,-16.3333,60.8,72,20,6.91,PT,few clouds
561,Toamasina,-18.1667,49.3833,69.8,94,75,11.5,MG,broken clouds
562,Iquique,-20.2208,-70.1431,66.2,77,75,8.05,CL,broken clouds
563,San Miguelito,9.0333,-79.5,77.0,94,75,2.3,PA,broken clouds
564,Colorines,19.2,-100.1667,68.0,8,1,13.8,MX,clear sky
565,Victoria Point,-27.5833,153.3,75.0,61,0,3.0,AU,clear sky
566,Alto Lucero,19.6167,-96.7167,64.22,81,100,4.14,MX,overcast clouds
567,Olinda,-8.0089,-34.8553,73.4,88,20,7.47,BR,few clouds
568,Ust-Nera,64.5667,143.2,18.09,80,100,6.69,RU,overcast clouds
569,Rumphi,-11.0186,33.8575,62.17,92,100,3.15,MW,overcast clouds
570,Lappeenranta,61.0587,28.1887,37.99,75,0,4.61,FI,clear sky
571,Vardo,70.3705,31.1107,35.89,84,94,17.54,NO,overcast clouds
572,Shache,38.4167,77.2406,56.34,49,100,9.69,CN,overcast clouds
573,Lafiagi,8.8667,5.4167,82.45,57,100,5.77,NG,overcast clouds
574,Lebanon,36.2081,-86.2911,60.8,51,90,7.0,US,overcast clouds
575,Batticaloa,7.7102,81.6924,78.8,82,80,5.19,LK,broken clouds
576,Mosquera,4.7059,-74.2302,55.4,94,40,2.3,CO,scattered clouds
577,Bouake,7.6895,-5.0218,75.2,83,40,13.8,CI,scattered clouds
578,Skibotn,69.3913,20.2679,39.2,60,0,6.91,NO,clear sky
579,Hope,33.6671,-93.5916,57.2,72,1,3.8,US,clear sky
580,Port Hedland,-20.3167,118.5667,84.2,18,0,12.66,AU,clear sky
581,Carutapera,-1.195,-46.02,75.9,93,99,4.5,BR,overcast clouds
582,Bossangoa,6.4926,17.4552,76.6,66,100,4.63,CF,overcast clouds
583,Ballina,-28.8667,153.5667,71.6,60,7,8.05,AU,clear sky
584,Ceres,37.5949,-120.9577,84.99,9,1,13.8,US,clear sky
585,Aykhal,66.0,111.5,5.85,78,33,2.62,RU,scattered clouds
586,Raga,8.4596,25.678,79.45,46,99,5.44,SS,overcast clouds
587,Zabaykalsk,49.6333,117.3167,34.23,14,0,13.71,RU,clear sky
588,Yerbogachen,61.2767,108.0108,24.87,71,90,8.34,RU,overcast clouds
589,Navalgund,15.5667,75.3667,73.4,88,40,5.75,IN,scattered clouds
590,Bethel,41.3712,-73.414,53.6,54,90,4.61,US,overcast clouds
591,Maralal,1.0968,36.698,57.29,87,48,4.65,KE,scattered clouds
592,Ambilobe,-13.2,49.05,72.25,88,5,3.13,MG,clear sky
593,La Palma,33.8464,-118.0467,82.4,16,1,16.11,US,clear sky
594,Gubkinskiy,64.434,76.5026,-7.89,95,8,14.92,RU,clear sky
595,Velizh,55.6056,31.1967,39.0,85,5,4.85,RU,clear sky
596,Keuruu,62.2667,24.7,30.2,80,0,1.14,FI,clear sky
597,Buchanan,5.8808,-10.0467,80.71,82,17,7.74,LR,few clouds
598,Aklavik,68.2191,-135.0107,48.2,37,47,6.91,CA,scattered clouds
599,San Andres,12.5847,-81.7006,82.4,83,40,8.05,CO,scattered clouds
600,Sao Miguel Do Guama,-1.6267,-47.4833,73.67,96,100,2.33,BR,moderate rain
601,Plateros,23.2167,-102.85,75.2,10,1,23.02,MX,clear sky
602,Yarmouth,41.7057,-70.2286,50.0,71,75,6.91,US,broken clouds
603,Barra Patuca,15.8,-84.2833,81.25,82,100,15.59,HN,overcast clouds
604,Samsun,41.25,36.3333,63.0,82,75,12.66,TR,broken clouds
605,La Romana,18.4273,-68.9728,75.2,94,20,4.61,DO,few clouds
606,Floriano,-6.7669,-43.0225,74.93,89,100,3.98,BR,overcast clouds
607,Palasa,18.7667,84.4167,79.92,88,13,6.4,IN,few clouds
608,Khuzdar,27.7384,66.6434,68.7,28,100,4.23,PK,overcast clouds
609,Fuyang,32.9,115.8167,61.81,50,0,6.6,CN,clear sky
610,Aripuana,-9.1667,-60.6333,72.25,98,99,0.76,BR,overcast clouds
611,Port Blair,11.6667,92.75,82.62,72,16,5.97,IN,few clouds
612,Jos,9.9167,8.9,70.93,65,97,5.53,NG,overcast clouds
613,Olafsvik,64.8945,-23.7142,35.06,58,99,12.82,IS,overcast clouds
614,Amvrosiyivka,47.7935,38.4777,44.8,83,94,3.4,UA,overcast clouds
615,Humaita,-7.5061,-63.0208,72.99,97,54,2.59,BR,broken clouds
616,Kafue,-15.7691,28.1814,53.6,87,0,4.61,ZM,clear sky
617,Lisakovsk,52.5369,62.4936,28.17,51,21,16.6,KZ,few clouds
618,Seminole,28.7086,-81.2081,73.99,88,20,3.44,US,few clouds
619,Moron,-34.6534,-58.6198,69.01,94,85,6.33,AR,overcast clouds
620,Bodrum,37.0383,27.4292,64.4,67,75,6.91,TR,broken clouds
621,Kanigoro,-8.13,112.219,79.63,78,21,7.43,ID,few clouds
622,Edd,13.9297,41.6925,86.47,35,82,13.56,ER,broken clouds
623,Dingle,10.9995,122.6711,81.21,69,100,3.78,PH,overcast clouds
624,Kavaratti,10.5669,72.642,83.37,72,14,6.69,IN,few clouds
625,Lokosovo,61.1333,74.8167,5.23,84,93,12.66,RU,overcast clouds
626,Yeppoon,-23.1333,150.7333,78.8,50,49,8.05,AU,scattered clouds
627,Pozo Colorado,-23.4923,-58.7972,74.62,53,0,6.42,PY,clear sky
628,Asyut,27.181,31.1837,82.4,32,0,8.05,EG,clear sky
629,Ilam,26.9167,87.9167,64.81,58,0,3.49,NP,clear sky
630,Selikhino,50.3672,137.4996,43.88,72,100,15.7,RU,light rain
631,Kanash,55.5086,47.4956,33.8,51,0,11.18,RU,clear sky
632,Pa Sang,18.5262,98.9394,82.99,83,40,3.44,TH,scattered clouds
633,Dallas,32.7668,-96.7836,64.99,32,20,6.91,US,few clouds
634,Uspenka,48.3903,39.1619,48.78,78,80,0.63,UA,broken clouds
635,Leon,21.1167,-101.6667,82.4,8,1,9.22,MX,clear sky
636,Rokupr,8.6717,-12.395,80.11,80,88,3.0,SL,moderate rain
637,Aktau,43.65,51.2,48.2,100,75,2.24,KZ,broken clouds
638,Manzanillo,20.3433,-77.1167,80.67,60,100,5.1,CU,light rain
639,Graciano Sanchez,23.9167,-99.2833,64.72,52,17,5.75,MX,few clouds
640,La Baule-Escoublac,47.2922,-2.364,41.0,81,0,8.66,FR,clear sky
641,Curillo,1.0333,-75.9191,73.0,96,100,2.26,CO,overcast clouds
642,Progreso,21.2833,-89.6667,77.0,83,75,5.75,MX,broken clouds
643,San Juan,-31.5375,-68.5364,76.55,50,98,0.47,AR,overcast clouds
644,Oranjestad,12.524,-70.027,80.6,74,20,23.02,AW,few clouds
645,Nishihara,26.1842,127.7558,71.6,52,75,11.5,JP,broken clouds
646,Kudahuvadhoo,2.6708,72.8944,82.56,64,44,9.82,MV,scattered clouds
647,Baghmara,23.795,86.2085,82.4,17,0,3.51,IN,clear sky
648,Asekeyevo,53.5742,52.7972,39.34,72,22,13.22,RU,few clouds
649,Sovetskiy,61.3614,63.5842,15.48,77,4,5.84,RU,clear sky
650,Insar,53.8653,44.3738,42.73,82,100,12.57,RU,overcast clouds
651,Fort Nelson,58.8053,-122.7002,51.8,28,1,2.13,CA,clear sky
652,Khromtau,50.2503,58.4347,39.13,66,100,20.54,KZ,overcast clouds
653,Kurilsk,45.2333,147.8833,39.38,94,100,14.09,RU,overcast clouds
654,Awassa,7.05,38.4667,61.81,88,100,3.53,ET,light rain
655,Robertsport,6.7533,-11.3686,82.11,78,18,6.17,LR,few clouds
656,Georgiyevskoye,58.731,45.024,28.62,80,13,8.25,RU,few clouds
657,Loreto,22.2667,-101.9667,74.62,8,0,16.49,MX,clear sky
658,Nouadhibou,20.931,-17.0347,66.2,77,0,16.11,MR,clear sky
659,Chapada Dos Guimaraes,-15.4606,-55.7497,75.2,88,40,2.3,BR,scattered clouds
660,Mayumba,-3.432,10.6554,77.68,89,100,4.43,GA,overcast clouds
661,Najran,17.4924,44.1277,68.0,26,0,2.39,SA,clear sky
662,Sobolevo,54.4299,31.8996,41.32,87,97,9.1,RU,overcast clouds
663,Sao Joao Da Barra,-21.6403,-41.0511,74.59,85,10,2.62,BR,light rain
664,Rosarito,32.3333,-117.0333,80.6,13,1,23.02,MX,clear sky
665,Ewa Beach,21.3156,-158.0072,84.2,39,1,6.91,US,clear sky
666,Sangar,63.9242,127.4739,16.88,87,100,4.92,RU,overcast clouds
667,Hojai,26.0,92.8667,72.32,79,74,4.29,IN,broken clouds
668,Verkhoyansk,67.5447,133.385,15.08,58,85,1.32,RU,overcast clouds
669,Anchorage,61.2181,-149.9003,55.4,33,40,5.75,US,scattered clouds
670,Olga,43.7444,135.2892,57.72,37,5,14.9,RU,clear sky
671,Bitung,1.4451,125.1824,86.0,66,20,5.75,ID,few clouds
672,Emerald,-23.5333,148.1667,77.0,36,0,8.05,AU,clear sky
673,Nampula,-15.1165,39.2666,64.4,94,40,8.05,MZ,scattered clouds
674,Price,39.5994,-110.8107,59.0,18,1,8.05,US,clear sky
675,Oxbow,49.2333,-102.1676,30.0,64,100,10.0,CA,overcast clouds
676,Nanchang,28.6833,115.8833,60.35,71,100,1.32,CN,overcast clouds
677,Mae Sai,20.4335,99.8762,78.01,100,75,0.38,TH,broken clouds
678,Jurado,7.1053,-77.7641,78.15,85,100,3.49,CO,overcast clouds
679,Baherove,45.3742,36.2971,48.96,93,100,2.82,UA,overcast clouds
680,Lake City,30.1897,-82.6393,66.99,94,75,2.59,US,moderate rain
681,Prieska,-29.6641,22.7474,65.79,34,0,3.6,ZA,clear sky
682,Isangel,-19.55,169.2667,82.4,74,75,6.91,VU,broken clouds
683,Kedrovyy,56.1667,91.8167,33.8,93,75,6.71,RU,snow
684,Coronado,32.6859,-117.1831,80.6,22,1,20.71,US,clear sky
685,Codrington,-38.2667,141.9667,62.8,65,100,13.6,AU,overcast clouds
686,Sorland,67.667,12.6934,43.83,78,0,23.29,NO,clear sky
687,Ormara,25.2088,64.6357,80.17,69,99,14.45,PK,overcast clouds
688,Yaan,7.3833,8.5667,78.21,73,100,9.37,NG,overcast clouds
689,Salinopolis,-0.6136,-47.3561,77.56,85,100,4.61,BR,overcast clouds
690,Sabang,5.8933,95.3214,82.76,74,100,15.39,ID,overcast clouds
691,Gornopravdinsk,60.05,69.9,13.59,76,84,7.25,RU,broken clouds
692,Taquari,-29.7997,-51.8644,68.0,89,6,1.01,BR,clear sky
693,Manono,-7.3,27.4167,68.18,83,96,4.88,CD,overcast clouds
694,Sambava,-14.2667,50.1667,76.15,89,90,15.43,MG,light rain
695,Gladstone,-23.85,151.25,77.0,50,75,6.91,AU,light rain
696,Kemin,42.7846,75.6892,47.35,69,66,4.79,KG,broken clouds
697,Goderich,43.7501,-81.7165,41.0,75,10,5.75,CA,clear sky
698,Kamina,-8.7386,24.9906,62.22,86,49,6.24,CD,scattered clouds
699,Plettenberg Bay,-34.0527,23.3716,65.89,66,6,12.12,ZA,clear sky
700,Tygda,53.1167,126.3333,32.5,47,6,16.82,RU,clear sky
701,Santa Fe,-31.6333,-60.7,73.0,76,0,5.01,AR,clear sky
